,date,name,scaled,unscaled
338,2016-12-04,netflix,60.48,84
339,2016-12-05,netflix,44.64,62
340,2016-12-06,netflix,41.76,58
341,2016-12-07,netflix,41.76,58
342,2016-12-08,netflix,41.76,58
343,2016-12-09,netflix,44.64,62
344,2016-12-10,netflix,59.04,82
345,2016-12-11,netflix,66.3,85
346,2016-12-12,netflix,49.92,64
347,2016-12-13,netflix,48.36,62
348,2016-12-14,netflix,48.36,62
349,2016-12-15,netflix,49.92,64
350,2016-12-16,netflix,56.160000000000004,72
351,2016-12-17,netflix,70.2,90
352,2016-12-18,netflix,79.17,91
353,2016-12-19,netflix,64.38,74
354,2016-12-20,netflix,63.51,73
355,2016-12-21,netflix,64.38,74
356,2016-12-22,netflix,66.12,76
357,2016-12-23,netflix,69.6,80
358,2016-12-24,netflix,73.08,84
359,2016-12-25,netflix,99.0,99
360,2016-12-26,netflix,100.0,100
361,2016-12-27,netflix,90.0,90
362,2016-12-28,netflix,87.0,87
363,2016-12-29,netflix,84.0,84
364,2016-12-30,netflix,83.0,83
365,2016-12-31,netflix,87.0,87
