,date,name,scaled,scaled_day_1,scaled_day_2,scaled_day_3,scaled_day_4,scaled_day_5,scaled_day_6,scaled_day_7,scaled_day_8,scaled_day_9,scaled_day_10,scaled_day_11,scaled_day_12,scaled_day_13,scaled_day_14
10411,2019-10-02,netflix,32.34,34.3,35.77,47.04,43.68,33.6,30.72,31.2,33.12,36.0,46.08,45.0,36.5,35.5,34.5
10417,2019-10-03,netflix,32.83,32.34,34.3,35.77,47.04,43.68,33.6,30.72,31.2,33.12,36.0,46.08,45.0,36.5,35.5
10423,2019-10-04,netflix,34.79,32.83,32.34,34.3,35.77,47.04,43.68,33.6,30.72,31.2,33.12,36.0,46.08,45.0,36.5
10429,2019-10-05,netflix,41.16,34.79,32.83,32.34,34.3,35.77,47.04,43.68,33.6,30.72,31.2,33.12,36.0,46.08,45.0
10435,2019-10-06,netflix,46.5,41.16,34.79,32.83,32.34,34.3,35.77,47.04,43.68,33.6,30.72,31.2,33.12,36.0,46.08
10441,2019-10-07,netflix,36.5,46.5,41.16,34.79,32.83,32.34,34.3,35.77,47.04,43.68,33.6,30.72,31.2,33.12,36.0
10447,2019-10-08,netflix,32.5,36.5,46.5,41.16,34.79,32.83,32.34,34.3,35.77,47.04,43.68,33.6,30.72,31.2,33.12
10453,2019-10-09,netflix,35.5,32.5,36.5,46.5,41.16,34.79,32.83,32.34,34.3,35.77,47.04,43.68,33.6,30.72,31.2
10459,2019-10-10,netflix,36.0,35.5,32.5,36.5,46.5,41.16,34.79,32.83,32.34,34.3,35.77,47.04,43.68,33.6,30.72
10465,2019-10-11,netflix,40.0,36.0,35.5,32.5,36.5,46.5,41.16,34.79,32.83,32.34,34.3,35.77,47.04,43.68,33.6
10471,2019-10-12,netflix,46.5,40.0,36.0,35.5,32.5,36.5,46.5,41.16,34.79,32.83,32.34,34.3,35.77,47.04,43.68
10477,2019-10-13,netflix,45.57,46.5,40.0,36.0,35.5,32.5,36.5,46.5,41.16,34.79,32.83,32.34,34.3,35.77,47.04
10483,2019-10-14,netflix,36.75,45.57,46.5,40.0,36.0,35.5,32.5,36.5,46.5,41.16,34.79,32.83,32.34,34.3,35.77
10489,2019-10-15,netflix,31.85,36.75,45.57,46.5,40.0,36.0,35.5,32.5,36.5,46.5,41.16,34.79,32.83,32.34,34.3
10495,2019-10-16,netflix,34.79,31.85,36.75,45.57,46.5,40.0,36.0,35.5,32.5,36.5,46.5,41.16,34.79,32.83,32.34
10501,2019-10-17,netflix,32.83,34.79,31.85,36.75,45.57,46.5,40.0,36.0,35.5,32.5,36.5,46.5,41.16,34.79,32.83
10507,2019-10-18,netflix,34.79,32.83,34.79,31.85,36.75,45.57,46.5,40.0,36.0,35.5,32.5,36.5,46.5,41.16,34.79
10513,2019-10-19,netflix,44.59,34.79,32.83,34.79,31.85,36.75,45.57,46.5,40.0,36.0,35.5,32.5,36.5,46.5,41.16
10519,2019-10-20,netflix,50.0,44.59,34.79,32.83,34.79,31.85,36.75,45.57,46.5,40.0,36.0,35.5,32.5,36.5,46.5
10525,2019-10-21,netflix,37.0,50.0,44.59,34.79,32.83,34.79,31.85,36.75,45.57,46.5,40.0,36.0,35.5,32.5,36.5
10531,2019-10-22,netflix,35.0,37.0,50.0,44.59,34.79,32.83,34.79,31.85,36.75,45.57,46.5,40.0,36.0,35.5,32.5
10537,2019-10-23,netflix,33.0,35.0,37.0,50.0,44.59,34.79,32.83,34.79,31.85,36.75,45.57,46.5,40.0,36.0,35.5
10543,2019-10-24,netflix,34.5,33.0,35.0,37.0,50.0,44.59,34.79,32.83,34.79,31.85,36.75,45.57,46.5,40.0,36.0
10549,2019-10-25,netflix,38.5,34.5,33.0,35.0,37.0,50.0,44.59,34.79,32.83,34.79,31.85,36.75,45.57,46.5,40.0
10555,2019-10-26,netflix,45.5,38.5,34.5,33.0,35.0,37.0,50.0,44.59,34.79,32.83,34.79,31.85,36.75,45.57,46.5
10561,2019-10-27,netflix,49.47,45.5,38.5,34.5,33.0,35.0,37.0,50.0,44.59,34.79,32.83,34.79,31.85,36.75,45.57
10567,2019-10-28,netflix,36.21,49.47,45.5,38.5,34.5,33.0,35.0,37.0,50.0,44.59,34.79,32.83,34.79,31.85,36.75
10573,2019-10-29,netflix,34.17,36.21,49.47,45.5,38.5,34.5,33.0,35.0,37.0,50.0,44.59,34.79,32.83,34.79,31.85
10579,2019-10-30,netflix,34.17,34.17,36.21,49.47,45.5,38.5,34.5,33.0,35.0,37.0,50.0,44.59,34.79,32.83,34.79
10585,2019-10-31,netflix,37.74,34.17,34.17,36.21,49.47,45.5,38.5,34.5,33.0,35.0,37.0,50.0,44.59,34.79,32.83
10591,2019-11-01,netflix,41.82,37.74,34.17,34.17,36.21,49.47,45.5,38.5,34.5,33.0,35.0,37.0,50.0,44.59,34.79
10597,2019-11-02,netflix,51.0,41.82,37.74,34.17,34.17,36.21,49.47,45.5,38.5,34.5,33.0,35.0,37.0,50.0,44.59
10603,2019-11-03,netflix,52.0,51.0,41.82,37.74,34.17,34.17,36.21,49.47,45.5,38.5,34.5,33.0,35.0,37.0,50.0
10609,2019-11-04,netflix,37.96,52.0,51.0,41.82,37.74,34.17,34.17,36.21,49.47,45.5,38.5,34.5,33.0,35.0,37.0
10615,2019-11-05,netflix,35.36,37.96,52.0,51.0,41.82,37.74,34.17,34.17,36.21,49.47,45.5,38.5,34.5,33.0,35.0
10621,2019-11-06,netflix,34.32,35.36,37.96,52.0,51.0,41.82,37.74,34.17,34.17,36.21,49.47,45.5,38.5,34.5,33.0
10627,2019-11-07,netflix,34.84,34.32,35.36,37.96,52.0,51.0,41.82,37.74,34.17,34.17,36.21,49.47,45.5,38.5,34.5
10633,2019-11-08,netflix,37.44,34.84,34.32,35.36,37.96,52.0,51.0,41.82,37.74,34.17,34.17,36.21,49.47,45.5,38.5
10639,2019-11-09,netflix,47.84,37.44,34.84,34.32,35.36,37.96,52.0,51.0,41.82,37.74,34.17,34.17,36.21,49.47,45.5
10645,2019-11-10,netflix,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96,52.0,51.0,41.82,37.74,34.17,34.17,36.21,49.47
10651,2019-11-11,netflix,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96,52.0,51.0,41.82,37.74,34.17,34.17,36.21
10657,2019-11-12,netflix,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96,52.0,51.0,41.82,37.74,34.17,34.17
10663,2019-11-13,netflix,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96,52.0,51.0,41.82,37.74,34.17
10669,2019-11-14,netflix,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96,52.0,51.0,41.82,37.74
10675,2019-11-15,netflix,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96,52.0,51.0,41.82
10681,2019-11-16,netflix,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96,52.0,51.0
10687,2019-11-17,netflix,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96,52.0
10693,2019-11-18,netflix,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36,37.96
10699,2019-11-19,netflix,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32,35.36
10705,2019-11-20,netflix,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84,34.32
10711,2019-11-21,netflix,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44,34.84
10717,2019-11-22,netflix,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84,37.44
10723,2019-11-23,netflix,41.76,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001,47.84
10729,2019-11-24,netflix,51.52,41.76,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6,50.44000000000001
10735,2019-11-25,netflix,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44,41.6
10741,2019-11-26,netflix,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96,37.44
10747,2019-11-27,netflix,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4,37.96
10753,2019-11-28,netflix,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4,36.4
10759,2019-11-29,netflix,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001,36.4
10765,2019-11-30,netflix,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24,34.08,44.64,45.76000000000001
10771,2019-12-01,netflix,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24,34.08,44.64
10777,2019-12-02,netflix,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24,34.08
10783,2019-12-03,netflix,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24,30.24
10789,2019-12-04,netflix,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64,30.24
10795,2019-12-05,netflix,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12,32.64
10801,2019-12-06,netflix,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76,33.12
10807,2019-12-07,netflix,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52,41.76
10813,2019-12-08,netflix,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001,51.52
10819,2019-12-09,netflix,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001,40.32000000000001
10825,2019-12-10,netflix,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92,40.32000000000001
10831,2019-12-11,netflix,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6,45.92
10837,2019-12-12,netflix,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16,47.6
10843,2019-12-13,netflix,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001,48.16
10849,2019-12-14,netflix,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001,52.64000000000001
10855,2019-12-15,netflix,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14,37.26000000000001
10861,2019-12-16,netflix,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006,27.14
10867,2019-12-17,netflix,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92,24.380000000000006
10873,2019-12-18,netflix,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46,23.92
10879,2019-12-19,netflix,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84,23.46
10885,2019-12-20,netflix,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82,24.84
10891,2019-12-21,netflix,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004,30.82
10897,2019-12-22,netflix,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3,32.660000000000004
10903,2019-12-23,netflix,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84,25.3
10909,2019-12-24,netflix,54.72,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006,24.84
10915,2019-12-25,netflix,70.56,54.72,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006,24.380000000000006
10921,2019-12-26,netflix,69.12,70.56,54.72,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76,24.380000000000006
10927,2019-12-27,netflix,67.67999999999999,69.12,70.56,54.72,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2,25.76
10933,2019-12-28,netflix,69.12,67.67999999999999,69.12,70.56,54.72,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001,32.2
10939,2019-12-29,netflix,82.0,69.12,67.67999999999999,69.12,70.56,54.72,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0,40.15000000000001
10945,2019-12-30,netflix,73.8,82.0,69.12,67.67999999999999,69.12,70.56,54.72,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45,33.0
10951,2019-12-31,netflix,78.72,73.8,82.0,69.12,67.67999999999999,69.12,70.56,54.72,56.16,63.36,48.95,44.0,35.2,33.550000000000004,32.45
104,2015-01-18,nike,21.78,20.68,17.82,17.82,17.82,19.14,17.16,22.0,21.56,18.04,18.26,17.38,17.38,17.38,20.24
110,2015-01-19,nike,19.58,21.78,20.68,17.82,17.82,17.82,19.14,17.16,22.0,21.56,18.04,18.26,17.38,17.38,17.38
116,2015-01-20,nike,18.26,19.58,21.78,20.68,17.82,17.82,17.82,19.14,17.16,22.0,21.56,18.04,18.26,17.38,17.38
122,2015-01-21,nike,16.94,18.26,19.58,21.78,20.68,17.82,17.82,17.82,19.14,17.16,22.0,21.56,18.04,18.26,17.38
128,2015-01-22,nike,17.38,16.94,18.26,19.58,21.78,20.68,17.82,17.82,17.82,19.14,17.16,22.0,21.56,18.04,18.26
134,2015-01-23,nike,18.7,17.38,16.94,18.26,19.58,21.78,20.68,17.82,17.82,17.82,19.14,17.16,22.0,21.56,18.04
140,2015-01-24,nike,21.12,18.7,17.38,16.94,18.26,19.58,21.78,20.68,17.82,17.82,17.82,19.14,17.16,22.0,21.56
146,2015-01-25,nike,21.56,21.12,18.7,17.38,16.94,18.26,19.58,21.78,20.68,17.82,17.82,17.82,19.14,17.16,22.0
152,2015-01-26,nike,17.38,21.56,21.12,18.7,17.38,16.94,18.26,19.58,21.78,20.68,17.82,17.82,17.82,19.14,17.16
158,2015-01-27,nike,18.04,17.38,21.56,21.12,18.7,17.38,16.94,18.26,19.58,21.78,20.68,17.82,17.82,17.82,19.14
164,2015-01-28,nike,17.38,18.04,17.38,21.56,21.12,18.7,17.38,16.94,18.26,19.58,21.78,20.68,17.82,17.82,17.82
170,2015-01-29,nike,18.48,17.38,18.04,17.38,21.56,21.12,18.7,17.38,16.94,18.26,19.58,21.78,20.68,17.82,17.82
176,2015-01-30,nike,16.94,18.48,17.38,18.04,17.38,21.56,21.12,18.7,17.38,16.94,18.26,19.58,21.78,20.68,17.82
182,2015-01-31,nike,21.56,16.94,18.48,17.38,18.04,17.38,21.56,21.12,18.7,17.38,16.94,18.26,19.58,21.78,20.68
188,2015-02-01,nike,20.24,21.56,16.94,18.48,17.38,18.04,17.38,21.56,21.12,18.7,17.38,16.94,18.26,19.58,21.78
194,2015-02-02,nike,17.02,20.24,21.56,16.94,18.48,17.38,18.04,17.38,21.56,21.12,18.7,17.38,16.94,18.26,19.58
200,2015-02-03,nike,16.79,17.02,20.24,21.56,16.94,18.48,17.38,18.04,17.38,21.56,21.12,18.7,17.38,16.94,18.26
206,2015-02-04,nike,17.48,16.79,17.02,20.24,21.56,16.94,18.48,17.38,18.04,17.38,21.56,21.12,18.7,17.38,16.94
212,2015-02-05,nike,18.17,17.48,16.79,17.02,20.24,21.56,16.94,18.48,17.38,18.04,17.38,21.56,21.12,18.7,17.38
218,2015-02-06,nike,19.09,18.17,17.48,16.79,17.02,20.24,21.56,16.94,18.48,17.38,18.04,17.38,21.56,21.12,18.7
224,2015-02-07,nike,20.93,19.09,18.17,17.48,16.79,17.02,20.24,21.56,16.94,18.48,17.38,18.04,17.38,21.56,21.12
230,2015-02-08,nike,24.5,20.93,19.09,18.17,17.48,16.79,17.02,20.24,21.56,16.94,18.48,17.38,18.04,17.38,21.56
236,2015-02-09,nike,20.5,24.5,20.93,19.09,18.17,17.48,16.79,17.02,20.24,21.56,16.94,18.48,17.38,18.04,17.38
242,2015-02-10,nike,19.5,20.5,24.5,20.93,19.09,18.17,17.48,16.79,17.02,20.24,21.56,16.94,18.48,17.38,18.04
248,2015-02-11,nike,20.25,19.5,20.5,24.5,20.93,19.09,18.17,17.48,16.79,17.02,20.24,21.56,16.94,18.48,17.38
254,2015-02-12,nike,20.25,20.25,19.5,20.5,24.5,20.93,19.09,18.17,17.48,16.79,17.02,20.24,21.56,16.94,18.48
260,2015-02-13,nike,20.25,20.25,20.25,19.5,20.5,24.5,20.93,19.09,18.17,17.48,16.79,17.02,20.24,21.56,16.94
266,2015-02-14,nike,23.0,20.25,20.25,20.25,19.5,20.5,24.5,20.93,19.09,18.17,17.48,16.79,17.02,20.24,21.56
272,2015-02-15,nike,24.0,23.0,20.25,20.25,20.25,19.5,20.5,24.5,20.93,19.09,18.17,17.48,16.79,17.02,20.24
278,2015-02-16,nike,20.88,24.0,23.0,20.25,20.25,20.25,19.5,20.5,24.5,20.93,19.09,18.17,17.48,16.79,17.02
284,2015-02-17,nike,18.24,20.88,24.0,23.0,20.25,20.25,20.25,19.5,20.5,24.5,20.93,19.09,18.17,17.48,16.79
290,2015-02-18,nike,18.72,18.24,20.88,24.0,23.0,20.25,20.25,20.25,19.5,20.5,24.5,20.93,19.09,18.17,17.48
296,2015-02-19,nike,18.96,18.72,18.24,20.88,24.0,23.0,20.25,20.25,20.25,19.5,20.5,24.5,20.93,19.09,18.17
302,2015-02-20,nike,18.72,18.96,18.72,18.24,20.88,24.0,23.0,20.25,20.25,20.25,19.5,20.5,24.5,20.93,19.09
308,2015-02-21,nike,22.08,18.72,18.96,18.72,18.24,20.88,24.0,23.0,20.25,20.25,20.25,19.5,20.5,24.5,20.93
314,2015-02-22,nike,21.39,22.08,18.72,18.96,18.72,18.24,20.88,24.0,23.0,20.25,20.25,20.25,19.5,20.5,24.5
320,2015-02-23,nike,17.94,21.39,22.08,18.72,18.96,18.72,18.24,20.88,24.0,23.0,20.25,20.25,20.25,19.5,20.5
326,2015-02-24,nike,17.94,17.94,21.39,22.08,18.72,18.96,18.72,18.24,20.88,24.0,23.0,20.25,20.25,20.25,19.5
332,2015-02-25,nike,18.86,17.94,17.94,21.39,22.08,18.72,18.96,18.72,18.24,20.88,24.0,23.0,20.25,20.25,20.25
338,2015-02-26,nike,18.86,18.86,17.94,17.94,21.39,22.08,18.72,18.96,18.72,18.24,20.88,24.0,23.0,20.25,20.25
344,2015-02-27,nike,17.94,18.86,18.86,17.94,17.94,21.39,22.08,18.72,18.96,18.72,18.24,20.88,24.0,23.0,20.25
350,2015-02-28,nike,20.7,17.94,18.86,18.86,17.94,17.94,21.39,22.08,18.72,18.96,18.72,18.24,20.88,24.0,23.0
356,2015-03-01,nike,22.8,20.7,17.94,18.86,18.86,17.94,17.94,21.39,22.08,18.72,18.96,18.72,18.24,20.88,24.0
362,2015-03-02,nike,19.68,22.8,20.7,17.94,18.86,18.86,17.94,17.94,21.39,22.08,18.72,18.96,18.72,18.24,20.88
368,2015-03-03,nike,18.96,19.68,22.8,20.7,17.94,18.86,18.86,17.94,17.94,21.39,22.08,18.72,18.96,18.72,18.24
374,2015-03-04,nike,19.2,18.96,19.68,22.8,20.7,17.94,18.86,18.86,17.94,17.94,21.39,22.08,18.72,18.96,18.72
380,2015-03-05,nike,19.44,19.2,18.96,19.68,22.8,20.7,17.94,18.86,18.86,17.94,17.94,21.39,22.08,18.72,18.96
386,2015-03-06,nike,18.24,19.44,19.2,18.96,19.68,22.8,20.7,17.94,18.86,18.86,17.94,17.94,21.39,22.08,18.72
392,2015-03-07,nike,21.36,18.24,19.44,19.2,18.96,19.68,22.8,20.7,17.94,18.86,18.86,17.94,17.94,21.39,22.08
398,2015-03-08,nike,21.85,21.36,18.24,19.44,19.2,18.96,19.68,22.8,20.7,17.94,18.86,18.86,17.94,17.94,21.39
404,2015-03-09,nike,19.09,21.85,21.36,18.24,19.44,19.2,18.96,19.68,22.8,20.7,17.94,18.86,18.86,17.94,17.94
410,2015-03-10,nike,17.94,19.09,21.85,21.36,18.24,19.44,19.2,18.96,19.68,22.8,20.7,17.94,18.86,18.86,17.94
416,2015-03-11,nike,17.48,17.94,19.09,21.85,21.36,18.24,19.44,19.2,18.96,19.68,22.8,20.7,17.94,18.86,18.86
422,2015-03-12,nike,17.25,17.48,17.94,19.09,21.85,21.36,18.24,19.44,19.2,18.96,19.68,22.8,20.7,17.94,18.86
428,2015-03-13,nike,17.71,17.25,17.48,17.94,19.09,21.85,21.36,18.24,19.44,19.2,18.96,19.68,22.8,20.7,17.94
434,2015-03-14,nike,21.85,17.71,17.25,17.48,17.94,19.09,21.85,21.36,18.24,19.44,19.2,18.96,19.68,22.8,20.7
440,2015-03-15,nike,23.52,21.85,17.71,17.25,17.48,17.94,19.09,21.85,21.36,18.24,19.44,19.2,18.96,19.68,22.8
446,2015-03-16,nike,19.2,23.52,21.85,17.71,17.25,17.48,17.94,19.09,21.85,21.36,18.24,19.44,19.2,18.96,19.68
452,2015-03-17,nike,18.48,19.2,23.52,21.85,17.71,17.25,17.48,17.94,19.09,21.85,21.36,18.24,19.44,19.2,18.96
458,2015-03-18,nike,18.48,18.48,19.2,23.52,21.85,17.71,17.25,17.48,17.94,19.09,21.85,21.36,18.24,19.44,19.2
464,2015-03-19,nike,18.96,18.48,18.48,19.2,23.52,21.85,17.71,17.25,17.48,17.94,19.09,21.85,21.36,18.24,19.44
470,2015-03-20,nike,19.44,18.96,18.48,18.48,19.2,23.52,21.85,17.71,17.25,17.48,17.94,19.09,21.85,21.36,18.24
476,2015-03-21,nike,22.56,19.44,18.96,18.48,18.48,19.2,23.52,21.85,17.71,17.25,17.48,17.94,19.09,21.85,21.36
482,2015-03-22,nike,25.0,22.56,19.44,18.96,18.48,18.48,19.2,23.52,21.85,17.71,17.25,17.48,17.94,19.09,21.85
488,2015-03-23,nike,20.75,25.0,22.56,19.44,18.96,18.48,18.48,19.2,23.52,21.85,17.71,17.25,17.48,17.94,19.09
494,2015-03-24,nike,19.75,20.75,25.0,22.56,19.44,18.96,18.48,18.48,19.2,23.52,21.85,17.71,17.25,17.48,17.94
500,2015-03-25,nike,19.0,19.75,20.75,25.0,22.56,19.44,18.96,18.48,18.48,19.2,23.52,21.85,17.71,17.25,17.48
506,2015-03-26,nike,19.25,19.0,19.75,20.75,25.0,22.56,19.44,18.96,18.48,18.48,19.2,23.52,21.85,17.71,17.25
512,2015-03-27,nike,21.25,19.25,19.0,19.75,20.75,25.0,22.56,19.44,18.96,18.48,18.48,19.2,23.52,21.85,17.71
518,2015-03-28,nike,23.5,21.25,19.25,19.0,19.75,20.75,25.0,22.56,19.44,18.96,18.48,18.48,19.2,23.52,21.85
524,2015-03-29,nike,22.56,23.5,21.25,19.25,19.0,19.75,20.75,25.0,22.56,19.44,18.96,18.48,18.48,19.2,23.52
530,2015-03-30,nike,19.2,22.56,23.5,21.25,19.25,19.0,19.75,20.75,25.0,22.56,19.44,18.96,18.48,18.48,19.2
536,2015-03-31,nike,18.96,19.2,22.56,23.5,21.25,19.25,19.0,19.75,20.75,25.0,22.56,19.44,18.96,18.48,18.48
542,2015-04-01,nike,19.44,18.96,19.2,22.56,23.5,21.25,19.25,19.0,19.75,20.75,25.0,22.56,19.44,18.96,18.48
548,2015-04-02,nike,19.2,19.44,18.96,19.2,22.56,23.5,21.25,19.25,19.0,19.75,20.75,25.0,22.56,19.44,18.96
554,2015-04-03,nike,19.92,19.2,19.44,18.96,19.2,22.56,23.5,21.25,19.25,19.0,19.75,20.75,25.0,22.56,19.44
560,2015-04-04,nike,22.56,19.92,19.2,19.44,18.96,19.2,22.56,23.5,21.25,19.25,19.0,19.75,20.75,25.0,22.56
566,2015-04-05,nike,21.6,22.56,19.92,19.2,19.44,18.96,19.2,22.56,23.5,21.25,19.25,19.0,19.75,20.75,25.0
572,2015-04-06,nike,19.44,21.6,22.56,19.92,19.2,19.44,18.96,19.2,22.56,23.5,21.25,19.25,19.0,19.75,20.75
578,2015-04-07,nike,19.68,19.44,21.6,22.56,19.92,19.2,19.44,18.96,19.2,22.56,23.5,21.25,19.25,19.0,19.75
584,2015-04-08,nike,19.44,19.68,19.44,21.6,22.56,19.92,19.2,19.44,18.96,19.2,22.56,23.5,21.25,19.25,19.0
590,2015-04-09,nike,18.96,19.44,19.68,19.44,21.6,22.56,19.92,19.2,19.44,18.96,19.2,22.56,23.5,21.25,19.25
596,2015-04-10,nike,18.96,18.96,19.44,19.68,19.44,21.6,22.56,19.92,19.2,19.44,18.96,19.2,22.56,23.5,21.25
602,2015-04-11,nike,24.0,18.96,18.96,19.44,19.68,19.44,21.6,22.56,19.92,19.2,19.44,18.96,19.2,22.56,23.5
608,2015-04-12,nike,24.0,24.0,18.96,18.96,19.44,19.68,19.44,21.6,22.56,19.92,19.2,19.44,18.96,19.2,22.56
614,2015-04-13,nike,19.68,24.0,24.0,18.96,18.96,19.44,19.68,19.44,21.6,22.56,19.92,19.2,19.44,18.96,19.2
620,2015-04-14,nike,19.2,19.68,24.0,24.0,18.96,18.96,19.44,19.68,19.44,21.6,22.56,19.92,19.2,19.44,18.96
626,2015-04-15,nike,18.0,19.2,19.68,24.0,24.0,18.96,18.96,19.44,19.68,19.44,21.6,22.56,19.92,19.2,19.44
632,2015-04-16,nike,18.72,18.0,19.2,19.68,24.0,24.0,18.96,18.96,19.44,19.68,19.44,21.6,22.56,19.92,19.2
