,date,name,scaled,scaled_day_1,scaled_day_2,scaled_day_3,scaled_day_4,scaled_day_5,scaled_day_6,scaled_day_7,scaled_day_8,scaled_day_9,scaled_day_10,scaled_day_11,scaled_day_12,scaled_day_13,scaled_day_14
1974,2015-11-26,amazon,63.64,50.74,49.02,49.02,54.18,37.76,32.0,32.0,31.36,30.72,32.0,33.92,29.4,27.0,27.6
1980,2015-11-27,amazon,86.0,63.64,50.74,49.02,49.02,54.18,37.76,32.0,32.0,31.36,30.72,32.0,33.92,29.4,27.0
1986,2015-11-28,amazon,71.38,86.0,63.64,50.74,49.02,49.02,54.18,37.76,32.0,32.0,31.36,30.72,32.0,33.92,29.4
1992,2015-11-29,amazon,69.42,71.38,86.0,63.64,50.74,49.02,49.02,54.18,37.76,32.0,32.0,31.36,30.72,32.0,33.92
1998,2015-11-30,amazon,88.11,69.42,71.38,86.0,63.64,50.74,49.02,49.02,54.18,37.76,32.0,32.0,31.36,30.72,32.0
2004,2015-12-01,amazon,89.0,88.11,69.42,71.38,86.0,63.64,50.74,49.02,49.02,54.18,37.76,32.0,32.0,31.36,30.72
2010,2015-12-02,amazon,69.42,89.0,88.11,69.42,71.38,86.0,63.64,50.74,49.02,49.02,54.18,37.76,32.0,32.0,31.36
2016,2015-12-03,amazon,67.64,69.42,89.0,88.11,69.42,71.38,86.0,63.64,50.74,49.02,49.02,54.18,37.76,32.0,32.0
2022,2015-12-04,amazon,66.75,67.64,69.42,89.0,88.11,69.42,71.38,86.0,63.64,50.74,49.02,49.02,54.18,37.76,32.0
2028,2015-12-05,amazon,74.76,66.75,67.64,69.42,89.0,88.11,69.42,71.38,86.0,63.64,50.74,49.02,49.02,54.18,37.76
2034,2015-12-06,amazon,72.09,74.76,66.75,67.64,69.42,89.0,88.11,69.42,71.38,86.0,63.64,50.74,49.02,49.02,54.18
2040,2015-12-07,amazon,65.61,72.09,74.76,66.75,67.64,69.42,89.0,88.11,69.42,71.38,86.0,63.64,50.74,49.02,49.02
2046,2015-12-08,amazon,65.61,65.61,72.09,74.76,66.75,67.64,69.42,89.0,88.11,69.42,71.38,86.0,63.64,50.74,49.02
2052,2015-12-09,amazon,65.61,65.61,65.61,72.09,74.76,66.75,67.64,69.42,89.0,88.11,69.42,71.38,86.0,63.64,50.74
2058,2015-12-10,amazon,65.61,65.61,65.61,65.61,72.09,74.76,66.75,67.64,69.42,89.0,88.11,69.42,71.38,86.0,63.64
2064,2015-12-11,amazon,66.42,65.61,65.61,65.61,65.61,72.09,74.76,66.75,67.64,69.42,89.0,88.11,69.42,71.38,86.0
2070,2015-12-12,amazon,72.9,66.42,65.61,65.61,65.61,65.61,72.09,74.76,66.75,67.64,69.42,89.0,88.11,69.42,71.38
2076,2015-12-13,amazon,81.78,72.9,66.42,65.61,65.61,65.61,65.61,72.09,74.76,66.75,67.64,69.42,89.0,88.11,69.42
2082,2015-12-14,amazon,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61,65.61,72.09,74.76,66.75,67.64,69.42,89.0,88.11
2088,2015-12-15,amazon,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61,65.61,72.09,74.76,66.75,67.64,69.42,89.0
2094,2015-12-16,amazon,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61,65.61,72.09,74.76,66.75,67.64,69.42
2100,2015-12-17,amazon,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61,65.61,72.09,74.76,66.75,67.64
2106,2015-12-18,amazon,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61,65.61,72.09,74.76,66.75
2112,2015-12-19,amazon,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61,65.61,72.09,74.76
2118,2015-12-20,amazon,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61,65.61,72.09
2124,2015-12-21,amazon,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61,65.61
2130,2015-12-22,amazon,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61,65.61
2136,2015-12-23,amazon,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61,65.61
2142,2015-12-24,amazon,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42,65.61
2148,2015-12-25,amazon,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9,66.42
2154,2015-12-26,amazon,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78,72.9
2160,2015-12-27,amazon,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998,81.78
2166,2015-12-28,amazon,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82,77.42999999999998
2172,2015-12-29,amazon,54.72,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95,74.82
2178,2015-12-30,amazon,51.12,54.72,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95,73.95
2184,2015-12-31,amazon,48.24,51.12,54.72,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82,73.95
2190,2016-01-01,amazon,65.52,48.24,51.12,54.72,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91,74.82
2196,2016-01-02,amazon,72.0,65.52,48.24,51.12,54.72,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002,80.91
2202,2016-01-03,amazon,53.0,72.0,65.52,48.24,51.12,54.72,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001,73.71000000000002
2208,2016-01-04,amazon,47.17,53.0,72.0,65.52,48.24,51.12,54.72,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001,69.66000000000001
2214,2016-01-05,amazon,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12,54.72,57.6,60.48,75.33,67.23,55.89,59.13,64.80000000000001
2220,2016-01-06,amazon,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12,54.72,57.6,60.48,75.33,67.23,55.89,59.13
2226,2016-01-07,amazon,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12,54.72,57.6,60.48,75.33,67.23,55.89
2232,2016-01-08,amazon,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12,54.72,57.6,60.48,75.33,67.23
2238,2016-01-09,amazon,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12,54.72,57.6,60.48,75.33
2244,2016-01-10,amazon,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12,54.72,57.6,60.48
2250,2016-01-11,amazon,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12,54.72,57.6
2256,2016-01-12,amazon,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12,54.72
2262,2016-01-13,amazon,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24,51.12
2268,2016-01-14,amazon,36.5,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52,48.24
2274,2016-01-15,amazon,39.0,36.5,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0,65.52
2280,2016-01-16,amazon,43.5,39.0,36.5,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0,72.0
2286,2016-01-17,amazon,47.32,43.5,39.0,36.5,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17,53.0
2292,2016-01-18,amazon,45.24,47.32,43.5,39.0,36.5,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001,47.17
2298,2016-01-19,amazon,41.08,45.24,47.32,43.5,39.0,36.5,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52,45.58000000000001
2304,2016-01-20,amazon,40.56,41.08,45.24,47.32,43.5,39.0,36.5,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001,44.52
2310,2016-01-21,amazon,40.04,40.56,41.08,45.24,47.32,43.5,39.0,36.5,39.5,39.0,40.0,43.0,46.64,41.34,42.40000000000001
2316,2016-01-22,amazon,39.52,40.04,40.56,41.08,45.24,47.32,43.5,39.0,36.5,39.5,39.0,40.0,43.0,46.64,41.34
2322,2016-01-23,amazon,44.72,39.52,40.04,40.56,41.08,45.24,47.32,43.5,39.0,36.5,39.5,39.0,40.0,43.0,46.64
2328,2016-01-24,amazon,43.0,44.72,39.52,40.04,40.56,41.08,45.24,47.32,43.5,39.0,36.5,39.5,39.0,40.0,43.0
2334,2016-01-25,amazon,38.5,43.0,44.72,39.52,40.04,40.56,41.08,45.24,47.32,43.5,39.0,36.5,39.5,39.0,40.0
2340,2016-01-26,amazon,38.5,38.5,43.0,44.72,39.52,40.04,40.56,41.08,45.24,47.32,43.5,39.0,36.5,39.5,39.0
2346,2016-01-27,amazon,38.5,38.5,38.5,43.0,44.72,39.52,40.04,40.56,41.08,45.24,47.32,43.5,39.0,36.5,39.5
2352,2016-01-28,amazon,37.5,38.5,38.5,38.5,43.0,44.72,39.52,40.04,40.56,41.08,45.24,47.32,43.5,39.0,36.5
2358,2016-01-29,amazon,37.5,37.5,38.5,38.5,38.5,43.0,44.72,39.52,40.04,40.56,41.08,45.24,47.32,43.5,39.0
2364,2016-01-30,amazon,42.0,37.5,37.5,38.5,38.5,38.5,43.0,44.72,39.52,40.04,40.56,41.08,45.24,47.32,43.5
2370,2016-01-31,amazon,43.12,42.0,37.5,37.5,38.5,38.5,38.5,43.0,44.72,39.52,40.04,40.56,41.08,45.24,47.32
2376,2016-02-01,amazon,44.1,43.12,42.0,37.5,37.5,38.5,38.5,38.5,43.0,44.72,39.52,40.04,40.56,41.08,45.24
2382,2016-02-02,amazon,42.14,44.1,43.12,42.0,37.5,37.5,38.5,38.5,38.5,43.0,44.72,39.52,40.04,40.56,41.08
2388,2016-02-03,amazon,44.59,42.14,44.1,43.12,42.0,37.5,37.5,38.5,38.5,38.5,43.0,44.72,39.52,40.04,40.56
2394,2016-02-04,amazon,43.12,44.59,42.14,44.1,43.12,42.0,37.5,37.5,38.5,38.5,38.5,43.0,44.72,39.52,40.04
2400,2016-02-05,amazon,40.67,43.12,44.59,42.14,44.1,43.12,42.0,37.5,37.5,38.5,38.5,38.5,43.0,44.72,39.52
2406,2016-02-06,amazon,47.04,40.67,43.12,44.59,42.14,44.1,43.12,42.0,37.5,37.5,38.5,38.5,38.5,43.0,44.72
2412,2016-02-07,amazon,45.57,47.04,40.67,43.12,44.59,42.14,44.1,43.12,42.0,37.5,37.5,38.5,38.5,38.5,43.0
2418,2016-02-08,amazon,40.67,45.57,47.04,40.67,43.12,44.59,42.14,44.1,43.12,42.0,37.5,37.5,38.5,38.5,38.5
2424,2016-02-09,amazon,43.61,40.67,45.57,47.04,40.67,43.12,44.59,42.14,44.1,43.12,42.0,37.5,37.5,38.5,38.5
2430,2016-02-10,amazon,43.12,43.61,40.67,45.57,47.04,40.67,43.12,44.59,42.14,44.1,43.12,42.0,37.5,37.5,38.5
2436,2016-02-11,amazon,42.63,43.12,43.61,40.67,45.57,47.04,40.67,43.12,44.59,42.14,44.1,43.12,42.0,37.5,37.5
2442,2016-02-12,amazon,42.14,42.63,43.12,43.61,40.67,45.57,47.04,40.67,43.12,44.59,42.14,44.1,43.12,42.0,37.5
2448,2016-02-13,amazon,46.55,42.14,42.63,43.12,43.61,40.67,45.57,47.04,40.67,43.12,44.59,42.14,44.1,43.12,42.0
2454,2016-02-14,amazon,47.04,46.55,42.14,42.63,43.12,43.61,40.67,45.57,47.04,40.67,43.12,44.59,42.14,44.1,43.12
2460,2016-02-15,amazon,46.55,47.04,46.55,42.14,42.63,43.12,43.61,40.67,45.57,47.04,40.67,43.12,44.59,42.14,44.1
2466,2016-02-16,amazon,43.12,46.55,47.04,46.55,42.14,42.63,43.12,43.61,40.67,45.57,47.04,40.67,43.12,44.59,42.14
2472,2016-02-17,amazon,42.63,43.12,46.55,47.04,46.55,42.14,42.63,43.12,43.61,40.67,45.57,47.04,40.67,43.12,44.59
2478,2016-02-18,amazon,41.65,42.63,43.12,46.55,47.04,46.55,42.14,42.63,43.12,43.61,40.67,45.57,47.04,40.67,43.12
2484,2016-02-19,amazon,41.16,41.65,42.63,43.12,46.55,47.04,46.55,42.14,42.63,43.12,43.61,40.67,45.57,47.04,40.67
2490,2016-02-20,amazon,45.57,41.16,41.65,42.63,43.12,46.55,47.04,46.55,42.14,42.63,43.12,43.61,40.67,45.57,47.04
2496,2016-02-21,amazon,49.0,45.57,41.16,41.65,42.63,43.12,46.55,47.04,46.55,42.14,42.63,43.12,43.61,40.67,45.57
2502,2016-02-22,amazon,43.61,49.0,45.57,41.16,41.65,42.63,43.12,46.55,47.04,46.55,42.14,42.63,43.12,43.61,40.67
2508,2016-02-23,amazon,43.12,43.61,49.0,45.57,41.16,41.65,42.63,43.12,46.55,47.04,46.55,42.14,42.63,43.12,43.61
2514,2016-02-24,amazon,42.14,43.12,43.61,49.0,45.57,41.16,41.65,42.63,43.12,46.55,47.04,46.55,42.14,42.63,43.12
2520,2016-02-25,amazon,41.65,42.14,43.12,43.61,49.0,45.57,41.16,41.65,42.63,43.12,46.55,47.04,46.55,42.14,42.63
2526,2016-02-26,amazon,41.16,41.65,42.14,43.12,43.61,49.0,45.57,41.16,41.65,42.63,43.12,46.55,47.04,46.55,42.14
2532,2016-02-27,amazon,45.57,41.16,41.65,42.14,43.12,43.61,49.0,45.57,41.16,41.65,42.63,43.12,46.55,47.04,46.55
2538,2016-02-28,amazon,45.59,45.57,41.16,41.65,42.14,43.12,43.61,49.0,45.57,41.16,41.65,42.63,43.12,46.55,47.04
2544,2016-02-29,amazon,39.48,45.59,45.57,41.16,41.65,42.14,43.12,43.61,49.0,45.57,41.16,41.65,42.63,43.12,46.55
2550,2016-03-01,amazon,40.89,39.48,45.59,45.57,41.16,41.65,42.14,43.12,43.61,49.0,45.57,41.16,41.65,42.63,43.12
2556,2016-03-02,amazon,39.95,40.89,39.48,45.59,45.57,41.16,41.65,42.14,43.12,43.61,49.0,45.57,41.16,41.65,42.63
2562,2016-03-03,amazon,40.89,39.95,40.89,39.48,45.59,45.57,41.16,41.65,42.14,43.12,43.61,49.0,45.57,41.16,41.65
2568,2016-03-04,amazon,39.95,40.89,39.95,40.89,39.48,45.59,45.57,41.16,41.65,42.14,43.12,43.61,49.0,45.57,41.16
2574,2016-03-05,amazon,45.12,39.95,40.89,39.95,40.89,39.48,45.59,45.57,41.16,41.65,42.14,43.12,43.61,49.0,45.57
